name,city,area,rating,rating_count,cusine,cost_for_two,online_order,table_reservation,delivery_only
Adraq,Mumbai,Near Andheri East Station,2.9,38,"North Indian, Mughlai",300.0,True,False,True
Hot Chilies,Delhi NCR,Uttam Nagar,2.9,10,Chinese,250.0,True,False,False
Courtallam Border Parotta,Chennai,Velachery,2.2,276,"North Indian, South Indian, Chettinad",750.0,True,False,False
Bite n Feast,Allahabad,Civil Lines,0.0,0,North Indian,250.0,False,False,False
Dao Restaurant,Udaipur,Fateh Sagar,3.7,36,"North Indian, Chinese",300.0,False,False,False
Real Food Mall,Chennai,Potheri,3.6,942,"Biryani, South Indian",300.0,True,False,False
Moon,Goa,Old Goa,0.0,0,"Goan, Seafood",300.0,False,False,False
Kumbakonam Subbaiya Mess,Chennai,Valasaravakkam,3.3,0,South Indian,100.0,False,False,False
Sindhu Family Restaurant,Bengaluru,New BEL Road,3.2,4,"North Indian, Chinese, Seafood",600.0,False,False,False
Paarth's Test Restaurant,Visakhapatnam,Arilova,3.3,0,Mexican,300.0,False,False,False
Roffles,Kolkata,Elgin,3.9,95,Desserts,400.0,True,False,False
Jai Bhavani Hotel,Bengaluru,Nagawara,2.9,18,North Indian,250.0,False,False,False
Royal Italy,Goa,Palolem,3.3,6,"North Indian, Continental",750.0,False,False,False
Rock & Jazz Cafe,Bhopal,BHEL,3.3,0,"Fast Food, Chinese",250.0,True,False,False
Panwaadi,Delhi NCR,Pitampura,0.0,0,Paan,100.0,False,False,False
Delux Ice Cream,Rajkot,Race Course,4.2,128,Ice Cream,250.0,True,False,False
Dial For Cake,Delhi NCR,Mehrauli,0.0,0,Bakery,500.0,True,False,True
Navab's,Delhi NCR,"Sector 37, Faridabad",3.8,0,Mughlai,600.0,False,False,True
Flavours Guru,Delhi NCR,Malviya Nagar,3.5,26,Bakery,200.0,False,False,False
Papa Ji Da Dhaba,Agra,Civil Lines,4.1,409,North Indian,250.0,True,False,False
Just Pizza,Bengaluru,Old Airport Road,0.0,0,Pizza,800.0,True,False,True
China Town,Kolkata,Tollygunge,3.6,95,"Chinese, North Indian, Seafood",700.0,True,False,False
Waff Up!,Indore,Vijay Nagar,3.3,10,Desserts,500.0,True,False,False
Pizza Hut,Jaipur,Bais Godam,3.7,484,"Pizza, Italian, Fast Food",900.0,True,False,False
HUB,Pune,Hinjawadi,3.9,1447,"North Indian, Chinese, Continental, Italian, Salad, Desserts",1400.0,False,True,False
Ramana Tiffins,Hyderabad,Padmarao Nagar,3.3,21,South Indian,100.0,True,False,False
Junction Restaurant,Jamshedpur,Gamharia,3.8,111,"Biryani, North Indian",400.0,True,False,False
DMF Restaurant,Coimbatore,Ramanathapuram,3.5,34,"North Indian, South Indian, Chinese, Biryani",350.0,True,False,False
Cafe 21 East,Pune,Warje,3.1,8,Cafe,350.0,True,False,False
Raju Fast Food And Chat Bhandaar,Ludhiana,Aggar Nagar,3.7,104,"Fast Food, Chinese",250.0,True,False,False
Pi & Kha,Jaipur,Mansarovar,0.0,0,"Street Food, Beverages",200.0,True,False,False
Khalsa Kulcha Land,Amritsar,INA Colony,3.3,0,North Indian,300.0,False,False,False
Siddhivinayak Amruttulya,Aurangabad,Ulkanagari,3.3,0,"South Indian, North Indian",200.0,False,False,False
Lazeez Restaurant,Kota,Dhanmandi,0.0,0,"Mughlai, North Indian",150.0,False,False,False
Smoke 'N' Grill,Visakhapatnam,Chinna Waltair,3.2,7,BBQ,500.0,False,False,False
Chechi's Foods,Kochi,Kaloor,3.1,7,Kerala,100.0,True,False,True
Kadhai Punjabi Dhaba,Mumbai,Kharghar,3.2,127,"North Indian, Chinese",650.0,True,False,False
Laxmi Bikaner Restaurant,Amritsar,Hathi Gate,0.0,0,North Indian,600.0,False,False,False
Chicklicious,Delhi NCR,Kavi Nagar,3.1,5,"North Indian, Chinese",350.0,True,False,False
S-Den Fastfood,Mumbai,Vasai,0.0,0,"Chinese, North Indian",300.0,False,False,False
Banarasi Kasi Chat Bhandar,Agra,Civil Lines,0.0,0,"North Indian, Fast Food",150.0,True,False,False
Istanbul,Hyderabad,Tolichowki,4.1,567,Middle Eastern,400.0,False,False,False
Shree Catering Service,Mumbai,Turbhe,0.0,0,"Fast Food, Chinese",300.0,False,False,False
Cheese N Freeze,Chennai,Nanganallur,3.7,135,Fast Food,300.0,False,False,False
Pink Box,Delhi NCR,Hauz Khas,4.2,463,"Bakery, Desserts",450.0,True,False,False
The Cake Point,Chennai,Chromepet,3.4,32,Bakery,400.0,False,False,False
The Belgian Waffle Co.,Mumbai,Malad West,3.9,273,"Desserts, Beverages",300.0,True,False,False
Spoil,Hyderabad,Jubilee Hills,3.4,410,"North Indian, Mughlai, Finger Food",300.0,False,False,False
The Saucypop by Saucy Side Up,Mumbai,Chakala,3.3,0,"Fast Food, Chinese",500.0,False,False,False
Z Momo,Kolkata,Belghoria,3.2,9,"Momos, Tibetan",300.0,True,False,False
Royal Kitchen,Vellore,Katpadi,0.0,0,"Chinese, Indian",350.0,False,False,False
Nest Feeding,Chandigarh,Kharar Road,3.3,0,Fast Food,150.0,True,False,False
L'Opéra Salon de Thé,Delhi NCR,Nehru Place,4.2,340,"Bakery, Desserts",650.0,True,False,False
Coastal Kitchen,Goa,Margao,0.0,0,"North Indian, Lebanese",800.0,False,False,False
Rio Restaurant,Bengaluru,Jakkur,0.0,0,"Arabian, Chinese, North Indian",400.0,False,False,False
Hot & Cool Cafe,Delhi NCR,Vaishali,3.0,4,Fast Food,150.0,False,False,False
The Klay Pot Biryani,Bengaluru,Koramangala 7th Block,3.6,29,"Andhra, Biryani, Chinese",400.0,True,False,False
Amrit Restaurant & Sweets,Kanpur,Kakadeo,3.9,26,"North Indian, Chinese, Italian, Mithai, South Indian",400.0,True,False,False
Subway,Bengaluru,Whitefield,2.8,57,"Fast Food, Healthy Food, Sandwich, Salad",500.0,True,False,False
Kulcha Cafe,Delhi NCR,"Sector 21, Faridabad",3.4,110,North Indian,100.0,False,False,False
Dakshin - WelcomHotel Grand Bay,Visakhapatnam,Jagadamba Junction,3.7,74,South Indian,1500.0,False,False,False
Double Barrel Brew Pub,Mysore,Yadavgiri,4.1,86,"Asian, Italian, Mexican, European, North Indian",600.0,False,False,False
The Dark Fountain Cafe,Delhi NCR,Kalkaji,3.6,36,Desserts,400.0,True,False,False
Flying Cakes,Bengaluru,JP Nagar,0.0,0,Bakery,500.0,False,False,False
Kafe Tirupati,Hyderabad,Madhapur,3.5,41,South Indian,100.0,True,False,False
King Kulfa Katra Jaimal Singh Wale,Amritsar,Basant Nagar,3.3,0,Desserts,150.0,True,False,False
Hotel blue lagoon,Haridwar,Har Ki Pauri,0.0,0,North Indian,400.0,False,False,False
Lovel's Kitchen,Delhi NCR,"Sector 22, Gurgaon",0.0,0,"North Indian, South Indian, Fast Food",450.0,False,False,False
Dawat-E-Biryani,Delhi NCR,Hauz Khas,3.6,42,"Biryani, North Indian",400.0,True,False,False
Ajay's,Surat,Athwa,3.8,110,"Fast Food, Beverages",150.0,True,False,False
Its Pizza Lounge,Delhi NCR,Azadpur,3.6,26,Pizza,250.0,True,False,False
Roll Bites,Pune,Baner,0.0,0,"Rolls, Fast Food",300.0,True,False,False
Ashirbad Biryani,Kolkata,Barrackpore,3.4,55,Biryani,200.0,True,False,False
Frost Foods,Vadodara,Akota,3.3,0,Desserts,200.0,True,False,False
Lovely Dhaba,Amritsar,Ranjit Avenue,4.0,162,"Chinese, North Indian, Rolls, Beverages",500.0,True,False,False
Ajantha Bakers & Sweets,Chennai,Saligramam,3.0,5,"Bakery, Fast Food, Street Food",150.0,False,False,False
Bawarchi's Biryani,Surat,Adajan Gam,3.3,0,"North Indian, Biryani, BBQ, Healthy Food, Kashmiri, Lucknowi, Street Food",500.0,True,False,False
Chief Bakers,Chandigarh,Dhakoli,3.6,49,"Bakery, Burger, Sandwich, Pizza",150.0,False,False,False
Laziz Parathas,Hyderabad,Gachibowli,3.0,4,North Indian,350.0,True,False,False
Arzoo Biryani,Kolkata,Baranagar,3.4,17,Biryani,400.0,False,False,False
Coffee Day Beverages,Ranchi,Lalpur,3.3,0,Beverages,200.0,False,False,False
Sports Bar - Le Meridien,Bengaluru,Sankey Road,3.7,34,Finger Food,300.0,False,False,False
Aggarwal Sweet India,Delhi NCR,Najafgarh,2.9,9,"Mithai, Street Food",200.0,False,False,False
Omm Sairam Restaurant,Bhubaneswar,Khandagiri,3.2,10,"Mithai, Odia",200.0,False,False,False
Dap Spicy Restro,Dehradun,Prem Nagar,0.0,0,Fast Food,150.0,False,False,False
Naivedyam Restaurant,Udaipur,Hiran Magri,3.4,15,"North Indian, South Indian, Chinese",600.0,True,False,False
Durbar Greens Family Restaurant,Bengaluru,Hosur Road,3.5,10,"North Indian, Chinese, South Indian",700.0,False,False,False
Biryani Affairs,Guwahati,Beltola,3.2,7,"Biryani, North Indian",500.0,False,False,False
Sippers,Lucknow,Aashiana,3.3,0,"Desserts, Beverages, Fast Food",450.0,True,False,False
PIND BALLUCHI,Delhi NCR,"Sector 29, Gurgaon",3.8,1454,"North Indian, Mughlai, Kebab",1300.0,True,True,False
Jazz Pizza,Pune,NIBM Road,3.5,398,"Italian, Fast Food",500.0,True,False,False
Srinivasa Tiffin Centre,Hyderabad,Vanasthalipuram,3.5,63,South Indian,100.0,False,False,False
Raaga Imperio,Pune,Ravet,3.3,0,"North Indian, Chinese, Continental, Seafood, Desserts",300.0,False,True,False
Uncle Bakes,Thrissur,Poothole,3.6,13,"South Indian, Chinese",250.0,True,False,False
Sagar,Mumbai,Marve,3.6,181,"North Indian, Chinese, Biryani, Seafood",700.0,True,False,False
Raju Kulfiwala,Amritsar,Town Hall,0.0,0,Desserts,100.0,False,False,False
Baskin Robbins,Bengaluru,Marathahalli,0.0,0,"Ice Cream, Desserts",300.0,False,False,False
Pizza On Wheels,Delhi NCR,Paschim Vihar,3.3,9,Pizza,300.0,False,False,False
Homely Restaurant,Chennai,Chengalpattu,3.2,4,"South Indian, Chinese",400.0,False,False,False
Tempatation Family Restaurant,Mumbai,Nerul,0.0,0,"Chinese, North Indian, Mughlai",600.0,False,False,False
Lovely Sandwich Centre,Ahmedabad,Kalupur,0.0,0,Fast Food,200.0,False,False,False
Food Maniya,Delhi NCR,"Sector 57, Gurgaon",0.0,0,North Indian,500.0,True,False,False
Shree Bikaner Mishthan Bhandar,Delhi NCR,NIT,3.4,54,"Mithai, Street Food",100.0,True,False,False
Jhanavi Restaurant,Bengaluru,Koramangala 1st Block,0.0,0,"North Indian, Chinese, Rolls",400.0,True,False,False
Cakes and Bakes,Guwahati,Uzan Bazaar,2.9,2,"Bakery, Desserts",100.0,False,False,False
Gupta Rolls & Snacks,Ranchi,Harmu,3.6,75,"Rolls, North Indian, Chinese",250.0,True,False,False
Cafe 17,Kochi,Ravipuram,3.3,0,"American, Continental, Italian",1000.0,True,False,False
Shravani Pure Veg,Pune,Pimpri,0.0,0,"Maharashtrian, South Indian, North Indian",500.0,False,False,False
Rasavid,Chennai,Thuraipakkam,3.9,516,"Andhra, Hyderabadi, Chinese, North Indian, Biryani",800.0,True,True,False
Vin Hortons By Zea Gourmet,Chennai,Madipakkam,3.3,0,Fast Food,300.0,False,False,False
Arvind Nashta Centre,Raipur,Moudhapara,0.0,0,"Fast Food, North Indian",50.0,False,False,False
Baker's Maison,Mumbai,Mulund West,3.5,29,"Bakery, Desserts",500.0,False,False,False
Shiraz Golden Restaurant,Kolkata,Park Street Area,4.0,2424,"Mughlai, North Indian",500.0,True,False,False
Fork Of Pasta,Delhi NCR,Lajpat Nagar 4,3.1,110,"Fast Food, Chinese, Burger, Sandwich, Beverages",450.0,True,False,False
Emporio Patisserie,Mumbai,Near Andheri East Station,0.0,0,"Desserts, Fast Food",200.0,False,False,False
Back to Kerala,Vadodara,Gotri,3.7,93,South Indian,350.0,True,False,False
Ghosh Mahasay Sweets,Kolkata,Kalikapur,0.0,0,Mishti,100.0,False,False,False
Cafe Chokolade,Pune,Wanowrie,3.5,52,"Cafe, Desserts",450.0,True,False,False
Lickity Garden,Bengaluru,Frazer Town,3.7,31,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",500.0,True,False,False
Aleef Briyani,Chennai,Parrys,0.0,0,Biryani,150.0,False,False,False
Mr. Idly Dosa,Hyderabad,Miyapur,3.6,199,South Indian,200.0,True,False,False
Dawat Restaurant,Dehradun,Prem Nagar,3.3,0,"North Indian, Chinese",200.0,True,False,False
Mira's Lil' Bakery,Kolkata,"Sector 3, Salt Lake",3.3,15,"Bakery, Desserts",300.0,False,False,False
Shiva Chinese Fast Foods,Delhi NCR,Crossing Republik,0.0,0,Fast Food,200.0,False,False,False
Just Bake,Hyderabad,Amberpet,3.7,55,"Bakery, Desserts, Fast Food",400.0,True,False,False
My Family Restaurant,Delhi NCR,"MG Road, Gurgaon",3.6,33,"North Indian, Chinese",600.0,False,False,False
Play Town Cafe The Fun Factory,Jalandhar,Urban Estate,3.2,15,"Cafe, Fast Food, Continental, Chinese",400.0,True,False,False
Yaar Anmulle Food Corner,Delhi NCR,Hauz Khas,3.3,17,North Indian,400.0,True,False,False
B'Cafe,Delhi NCR,"Sector 72, Noida",0.0,0,"Chinese, Beverages",600.0,False,False,False
Chai Joy,Hyderabad,Himayath Nagar,3.3,0,"Tea, Beverages, Fast Food",250.0,False,False,False
Baskin Robbins,Kolkata,Ruby Hospital Area,3.7,34,"Ice Cream, Desserts, Beverages",200.0,True,False,False
Side Wok,Delhi NCR,Golf Course Road,4.1,644,"Asian, Chinese, Japanese, Thai",300.0,True,True,False
Vasireddy Swagruha Foods,Hyderabad,Miyapur,3.1,7,"South Indian, North Indian, Mithai",250.0,False,False,False
Kwality Wall's,Pune,Koregaon Park,0.0,0,"Ice Cream, Desserts",200.0,False,False,True
The Peg,Ajmer,Ana Sagar Lake,0.0,0,"North Indian, Chinese",300.0,True,False,False
Goodwill Cafe,Hyderabad,Padmarao Nagar,3.0,6,Street Food,100.0,False,False,False
Talwar Vaishno Dhaba,Jalandhar,Shastri Nagar,3.3,16,North Indian,150.0,True,False,False
Country Club Pizza,Delhi NCR,Malviya Nagar,3.3,0,Italian,250.0,True,False,False
The London Shakes,Indore,New Palasia,2.8,9,"Beverages, Fast Food",350.0,False,False,False
Subway,Trichy,Thillai Nagar,3.8,53,"Fast Food, Healthy Food, Sandwich, Salad",500.0,True,False,False
KSP Kitchen Spices Restaurant,Mumbai,Ulhasnagar,3.3,0,"South Indian, North Indian, Street Food",300.0,True,False,False
Mr.Food Da Dhaba @99,Mumbai,Airoli,0.0,0,North Indian,200.0,False,False,False
Slounge - Lemon Tree,Delhi NCR,Sector 60,0.0,0,North Indian,300.0,False,True,False
Rasmadhur Sweets,Ahmedabad,Ambavadi,3.3,18,"Mithai, Fast Food",200.0,False,False,False
Ramdeo Bhog,Pune,Dhankawadi,3.0,8,"Fast Food, North Indian",150.0,True,False,False
Treat Box,Mumbai,Khar,0.0,0,"North Indian, Chinese",500.0,False,False,True
Cafeteria Food And Juice Box,Aurangabad,Usmanpura,0.0,0,"Juices, Beverages, Fast Food",150.0,True,False,False
Chicky Chocky,Mumbai,Nalasopara,2.9,7,Chinese,300.0,True,False,False
MusTea,Mumbai,Chakala,3.8,323,"Fast Food, Beverages",500.0,True,False,False
After 10,Patna,Kankarbagh,3.3,0,"North Indian, Biryani",250.0,False,False,True
Zohra,Mumbai,Kharghar,3.7,1058,"North Indian, Mughlai, Chinese",700.0,True,False,False
Lord of The Juices,Delhi NCR,Sushant Lok,3.3,10,"Beverages, Fast Food",250.0,True,False,False
Sanskar Upvan,Bhopal,Kolar,0.0,0,"North Indian, Fast Food, Chinese",500.0,True,False,False
Pirajees,Pune,Hadapsar,0.0,0,Bakery,250.0,False,False,False
Pinki Soup Corner,Delhi NCR,Rohini,3.5,25,Healthy Food,100.0,True,False,False
Pizza Theory,Vadodara,Alkapuri,3.4,80,Pizza,400.0,True,False,False
The Chinese Caidan,Bhubaneswar,Unit 4,3.2,7,"North Indian, Fast Food, Chinese",150.0,True,False,False
Chai Peeni Hai,Delhi NCR,India Gate,3.7,26,"Tea, Fast Food",200.0,True,False,False
Hotel Carmel,Kochi,Palarivattom,0.0,0,"Kerala, South Indian",200.0,False,False,False
Krishna Sandwich And Pizza Centre,Ahmedabad,Manek Chowk,3.3,0,Fast Food,150.0,True,False,False
Blue Marble,Delhi NCR,SDA,3.3,0,"Coffee, Sandwich, Beverages",300.0,False,False,True
Al-baik.com,Lucknow,Indira Nagar,3.4,39,"Arabian, Fast Food",500.0,True,False,False
Food Lover,Cuttack,Siba Bazaar,3.2,11,"Chinese, Rolls",250.0,True,False,False
Momo Mia,Delhi NCR,"Sector 37, Noida",3.7,34,"Momos, North Indian, Rolls",400.0,True,False,False
Andhra Bhavan,Delhi NCR,Hauz Khas,3.3,5,South Indian,250.0,True,False,False
Delight Restaurant,Mumbai,Jogeshwari,0.0,0,Chinese,300.0,False,False,False
Chawla Snacks,Delhi NCR,Jangpura,3.5,33,"North Indian, Rolls",250.0,False,False,False
Mom's Food Creations,Bhopal,Jhangirabad,0.0,0,North Indian,200.0,False,False,False
Shri Pankaj Pavitra Bhojanalaya,Jaipur,Bapu Nagar,0.0,0,North Indian,300.0,False,False,False
Maa Sha Allah Restaurant,Vadodara,Diwalipura,3.3,0,"Mughlai, Gujarati",300.0,False,False,False
Kakas Veg,Jaipur,Mansarovar,3.1,10,North Indian,500.0,True,False,False
Hyderabadi Bawarchi,Hyderabad,Vanasthalipuram,3.4,681,"North Indian, Chinese",600.0,False,False,False
Wayle Kaka Biryani House,Mumbai,Kalyan,2.9,43,Biryani,300.0,True,False,False
Masala Mantar,Mumbai,Kurla,0.0,0,"North Indian, Biryani",550.0,True,False,False
Sahil,Mumbai,Jogeshwari,3.5,80,"Chinese, North Indian, Mughlai, Seafood",350.0,True,False,False
PuraniDilli - 13,Mumbai,Kurla,4.3,95,"Iranian, North Indian, Kebab",800.0,True,True,False
24 Ave Pizza,Kolkata,Ballygunge,3.3,0,Fast Food,600.0,True,False,False
Baba Sweets & Namkeen,Kanpur,Ghantaghar,3.0,8,Desserts,200.0,False,False,False
Elizz Food Block,Shimla,Panthaghati,0.0,0,"North Indian, Modern Indian, Bar Food, American, Afghan",350.0,True,False,False
Omkar Cafe Veg,Bengaluru,Basavanagudi,0.0,0,South Indian,150.0,False,False,False
Domino's Pizza,Delhi NCR,Vasant Vihar,3.8,675,"Pizza, Fast Food",400.0,True,False,False
Relish Cherish,Mumbai,"Kasarvadavli, Thane West",4.4,100,"Chinese, North Indian, Thai, Mughlai",800.0,True,False,False
Madurai Kallazhagar,Chennai,Porur,3.3,0,"Arabian, Chinese, South Indian, Chettinad",250.0,True,False,False
A-One Chicken Biryani Corner,Delhi NCR,Jasola,3.3,0,"Biryani, North Indian",300.0,True,False,False
Pistha House,Mangalore,Thokottu,0.0,0,"Juices, Sandwich, Burger, Street Food, Rolls",200.0,False,False,False
Biryani Boxes,Delhi NCR,Amrapali Dream Valley,3.4,22,"Biryani, North Indian",400.0,True,False,False
Auntie Fung's - Asian Street Food,Delhi NCR,DLF Phase 4,4.1,404,"Asian, Thai, Malaysian, Chinese, Beverages",700.0,True,True,False
Domino's Pizza,Allahabad,Civil Lines,3.9,0,"Pizza, Fast Food",400.0,True,False,False
Shetty Lunch Home,Manipal,Eshwar Nagar,0.0,0,"South Indian, Chinese, Arabian",300.0,False,False,False
Nandhiniee Sweets,Chennai,Anna Nagar West,3.3,10,"Mithai, Street Food, Fast Food, Chinese, North Indian",400.0,False,False,False
Desi Nom Nom,Delhi NCR,Greater Kailash 1 (GK1),3.7,13,"North Indian, Rolls",800.0,False,False,False
Hungry Cafe,Delhi NCR,Vasundhara Enclave,3.1,5,"North Indian, Chinese",500.0,True,False,False
Shawarma Brothers,Jaipur,Malviya Nagar,3.5,51,Lebanese,180.0,True,False,False
Vinay Bhel Corner,Bengaluru,Banashankari,3.4,7,Street Food,100.0,False,False,False
Crostino,Nagpur,Nandanvan,3.4,186,"North Indian, Fast Food",300.0,True,False,False
Subway,Hyderabad,Bowenpally,3.7,142,"Fast Food, Healthy Food, Sandwich, Salad",500.0,True,False,False
Cafe Swarajya,Pune,Salunkhe Vihar Road,3.5,31,"North Indian, Fast Food",250.0,True,False,False
Sagar Restaurant & Chats,Bengaluru,Vijay Nagar,3.8,16,"South Indian, North Indian, Chinese",500.0,True,False,False
Bapi Chat House,Guwahati,Maligaon,3.8,35,"Biryani, Street Food, Momos",300.0,False,False,False
Sweet Home,Lucknow,Gomti Nagar,3.1,16,"Bakery, Fast Food",400.0,True,False,False
Mirchi Chaats,Chandigarh,"Phase 7, Mohali",3.4,127,"Street Food, South Indian, Chinese",300.0,True,False,False
A2B - Adyar Ananda Bhavan,Chennai,Triplicane,3.6,112,"Mithai, North Indian, South Indian, Chinese",450.0,False,False,False
Secret Foods,Delhi NCR,Crossing Republik,3.3,0,"North Indian, Chinese",450.0,False,False,False
Mohit Enterprises Confectionery And Bakers,Meerut,Meerut Cantt,3.9,63,Bakery,200.0,True,False,False
Baskin Robbins,Nashik,Parijat Nagar,3.3,11,"Ice Cream, Beverages, Desserts",200.0,True,False,False
Burger Grill,Ludhiana,Janak Puri,2.8,45,"Fast Food, Burger, Sandwich, Coffee",400.0,False,False,False
Bhatra Mane,Mysore,Bogadi,3.5,18,South Indian,300.0,True,False,False
Moonlight Cate,Dharamshala,Mcleodganj,0.0,0,0,800.0,False,False,False
Subway,Vellore,Katpadi,3.3,0,"Fast Food, Healthy Food",350.0,True,False,False
Selfie Korner,Amritsar,Rani Ka Bagh,3.2,15,"Fast Food, Chinese, Pizza",350.0,True,False,False
Veg Oven,Bengaluru,Shanti Nagar,3.3,0,Bakery,150.0,False,False,False
Maddy's Katti Cafe,Bengaluru,Malleshwaram,3.2,6,"Fast Food, Biryani, Momos, Beverages",450.0,True,False,False
Vitamin Corner,Puducherry,Mudaliarpet,0.0,0,"Fast Food, Beverages",200.0,False,False,False
Siji's Mess,Bengaluru,Ejipura,2.9,6,Kerala,100.0,False,False,False
Bombay Shiv Sagar,Kolkata,Camac Street Area,4.1,1311,"North Indian, Chinese, South Indian, Fast Food",650.0,True,False,False
North Indian And Bengali Mess,Bengaluru,Koramangala 5th Block,3.7,35,"North Indian, Bengali",300.0,False,False,False
The Project Juice,Bengaluru,Koramangala 8th Block,0.0,0,"Beverages, Juices",200.0,True,False,False
24 Hours Cake Delivery,Delhi NCR,Rohini,0.0,0,Bakery,200.0,False,False,True
Cafe 63,Chandigarh,"Phase 7, Mohali",3.4,38,"Rolls, Fast Food, North Indian",400.0,True,False,False
Kailash Rasoi,Delhi NCR,Palam,0.0,0,North Indian,150.0,False,False,False
Monika Ice Cream,Ahmedabad,Vastral,0.0,0,Ice Cream,300.0,True,False,False
Hyku Foods,Chennai,Ambattur,3.3,0,"Biryani, North Indian, Italian, Chinese, Bar Food, Fast Food, Beverages, Thai",300.0,False,False,False
Silver Sand Hotel,Trivandrum,Thycaud,3.3,7,"South Indian, Continental, North Indian",500.0,True,False,False
Eat Snacks,Bengaluru,HSR,3.3,0,Fast Food,250.0,True,False,False
The Palms Indian Restro Bar - Hotel Sunbeam Premium,Chandigarh,"Sector 22, Chandigarh",3.6,46,"Thai, North Indian, Continental, Chinese",300.0,True,False,False
Torso Curl - The Gym Cafe,Pune,Baner,3.3,13,"Healthy Food, Beverages",500.0,True,False,False
Sree Mysore Ghee Store,Hyderabad,Himayath Nagar,0.0,0,Mithai,350.0,False,False,False
Om Sae Ram Restaurant,Indore,Vijay Nagar,3.6,112,North Indian,300.0,True,False,False
Savitha Restaurant,Chennai,Anna Nagar West,3.3,0,"Chinese, Biryani",250.0,False,False,False
Pizza Corner,Mumbai,Nalasopara,2.9,18,"Chinese, Pizza, Fast Food",200.0,True,False,False
Kulfi House,Chennai,Ramapuram,3.4,17,"Ice Cream, Desserts",200.0,False,False,False
Cafe Coffee Day,Delhi NCR,"Sector 62, Noida",3.2,10,"Cafe, Beverages, Desserts, Fast Food",600.0,False,False,False
Verandah Coffee Roasters and Café,Vijayawada,Auto Nagar,4.6,76,Cafe,500.0,False,False,False
Wrapstick 7.0,Udaipur,Chandpole,3.7,108,Fast Food,300.0,False,False,False
Lassi Shop,Bengaluru,Whitefield,3.5,7,"Beverages, Ice Cream",200.0,True,False,False
Hotel Rana Veg Non Veg Restaurant,Aurangabad,CIDCO,4.2,179,North Indian,300.0,True,False,False
Gayatri Hot And Cool,Trichy,Tharanallur,3.1,7,"Fast Food, Juices",150.0,True,False,False
Starbucks Coffee,Delhi NCR,Punjabi Bagh,4.1,582,"Cafe, Desserts",700.0,False,False,False
Natraj Fastfood Centre,Mumbai,Fort,3.3,8,"Fast Food, Juices, Pizza",200.0,False,False,False
Adishas Narayana Enterprises,Hyderabad,Kondapur,0.0,0,"Ice Cream, Beverages, Fast Food",150.0,True,False,False
Sikandar Juice Corner,Agra,Sikandra,0.0,0,Beverages,200.0,True,False,False
New Egg World,Ahmedabad,Gota,4.0,290,North Indian,500.0,True,False,False
Makhna Chakhna,Lucknow,Rajajipuram,0.0,0,"Chinese, Rolls",200.0,False,False,False
Etihad Arabian Restaurant,Mysore,Bannimantap,4.1,478,"Arabian, Biryani",200.0,True,False,False
The Chaat Cafe,Ahmedabad,Bodakdev,0.0,0,"North Indian, Street Food",300.0,True,False,False
Cafe D'Costa,Bengaluru,Frazer Town,3.8,42,Bakery,200.0,False,False,False
Majestic International,Hyderabad,Nallakunta,2.9,32,"Andhra, Chinese, Biryani",400.0,False,False,False
Hash Tag Burger Bro,Mumbai,Near Andheri West Station,0.0,0,Fast Food,200.0,False,False,False
Mistaan Sweets And Chaat,Bengaluru,HSR,3.2,4,"Street Food, Mithai",200.0,True,False,False
Crust & Buns,Mumbai,Borivali West,3.5,194,"Pizza, Fast Food",700.0,True,False,False
Kachhomal Sweets,Mumbai,Ulhasnagar,3.4,11,Mithai,200.0,False,False,False
Aapki Thali - Aapki Choice,Delhi NCR,"Sector 20, Dwarka",3.3,13,"North Indian, Chinese",400.0,True,False,False
Whipped,Delhi NCR,Defence Colony,4.0,570,"Bakery, Desserts",550.0,True,False,False
Master of Momos,Delhi NCR,Kalkaji,0.0,0,"Fast Food, North Eastern, Momos",150.0,True,False,True
Himachal Sweet Palace,Delhi NCR,Loni,3.3,0,"Mithai, Street Food, Gujarati",250.0,False,False,False
Nizam's Kathi Kabab,Delhi NCR,Malviya Nagar,4.1,435,"North Indian, Mughlai",900.0,True,True,False
Hotel Ra Flora,Chandigarh,Dera Bassi,0.0,0,"North Indian, Chinese",800.0,True,False,False
Patel Fancy Dosa,Surat,Adajan Gam,3.3,16,South Indian,300.0,False,False,False
Hotel New Pallavi,Pune,Kothrud,3.3,0,"Chinese, North Indian, Sandwich",250.0,False,False,False
Flavors of London,Delhi NCR,Naraina,3.1,7,"Ice Cream, Fast Food",350.0,False,False,False
Monginis,Pune,B.T. Kawade Road,3.3,14,"Bakery, Desserts, Fast Food",300.0,False,False,False
Xtreme Sports Bar and Grill,Guwahati,Christian Basti,4.3,138,"North Indian, Continental, Chinese, Japanese",300.0,True,False,False
Hotel Rajeshwari,Madurai,Sathamangalam,3.2,7,"Chettinad, South Indian",200.0,False,False,False
Food Compass by Panthi,Pune,Wakad,0.0,0,"North Indian, Street Food",300.0,False,False,False
MSD 7,Nagpur,Dharampeth,3.3,0,"Fast Food, Continental, Sandwich, Beverages",300.0,True,False,False
Scoops Ice Cream,Hyderabad,Himayath Nagar,2.9,15,Desserts,250.0,False,False,False
Blossoms 4 U,Delhi NCR,"Sector 56, Gurgaon",3.3,15,"Bakery, Desserts",300.0,False,False,False
